,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.5055335329918346,0.5027986645562087,0.4099202066151467,0.4981518736082975,0.46737843576586213,0.5246629912442566,0.5024228079982749,0.48498531153713526,0.61520959546734,0.4328294001906795,0.5383428614039637,0.3699328137859996,0.5303913606283446,0.48724208689329157,0.510991287057596,0.5142711367657166,0.576327723266886,0.48789439563980275,0.4632358634011563,0.5873056507405544,0.5088365781735827,0.4777841465319148,0.4987717677658861,0.5541435799714723,0.5620638853134498,0.5488027309251349,0.46209467697368,0.47469982254243015,0.4455224947110301,0.5265710022787017,0.5913990859809746,0.4928701935801846
1,0.5484439099191457,0.5830883468324434,0.5357961224987656,0.4227275199615841,0.5294384203495102,0.48613464471462864,0.42871528374965906,0.5680497764756433,0.5732001803841947,0.4573823034649134,0.4699505777009785,0.5358962139612387,0.5141345835872904,0.46308838823950665,0.5831339967819226,0.6153211861591421,0.5619465262654852,0.4404197685200647,0.4565246416782356,0.5726043408322911,0.5282586453274614,0.5787404381660536,0.43361867537425347,0.4532662232717713,0.5043695047717841,0.4803531633752834,0.49238826289694937,0.5497048493475776,0.44300579484165886,0.5329246855863461,0.38636865559704286,0.4102702811012549
2,0.5178180780855376,0.5527685556886482,0.41939359366476503,0.4451071668461868,0.3958191629696444,0.5463248871133346,0.5066373582645556,0.4890202951771569,0.5256498293106003,0.4750750090636517,0.4653879725400021,0.5403438900448102,0.4639887352641262,0.45622939500942516,0.4599679152187601,0.5417992058101482,0.4151864375737791,0.43321266250871804,0.4410696272740115,0.5171869966398914,0.45171867637326657,0.5444453852168534,0.515189135912693,0.4252321839992542,0.5051430702123567,0.5155983757395993,0.4554558475385948,0.6156200733827176,0.6069075472891925,0.5707944422665175,0.40869666123784354,0.39361553613631295
3,0.47340551366716593,0.5023204549517098,0.5658500913447936,0.5167415268274129,0.4183025095778722,0.4660077218807946,0.42906152020922655,0.5278309048845213,0.5001234275876829,0.4466541273233073,0.4279718137161296,0.48634020882558204,0.47039751493687465,0.3970682230614113,0.46919649159123283,0.4926617533157533,0.5193432942168145,0.466620562485976,0.5520628306446254,0.6155041351266305,0.5086620142319833,0.5190756064247719,0.5295491663097457,0.5029001704530802,0.42924314104022615,0.5089244656642604,0.4973323282010841,0.4935458549095019,0.48652159282166857,0.5661434263075491,0.610452335744058,0.4245058696734755
4,0.42888471117163285,0.5308940170342393,0.469781816000305,0.44055521573346657,0.519964867562832,0.468536458082612,0.5348863532537067,0.5686412379999237,0.4809583447182305,0.487609107006024,0.583170117696937,0.42327544564600456,0.472327983079081,0.4579950092213626,0.5372347124604611,0.49985893392321934,0.493227227526941,0.431047144089038,0.5238025698963759,0.4731221597904416,0.45134747199011677,0.5031498801872734,0.5150096638447553,0.49629562327629817,0.4205121915253296,0.5503769120335591,0.565860597396602,0.467482313107737,0.5081161742485165,0.44916841733060947,0.4189752296853999,0.6376364446662236
5,0.46457045917762,0.46387875333509426,0.47603693283696885,0.515789597316492,0.5306951988434653,0.46345646090344234,0.506071775815649,0.484944186474877,0.5303789042997846,0.5819041995216175,0.5185913968681088,0.573369065538464,0.44213650146141653,0.5104945020280787,0.5085505057864356,0.5147252126425779,0.4637060552631348,0.42470314838667955,0.4811522472947825,0.5531040751873689,0.49111672751199814,0.5217504616120897,0.49357529751754436,0.5749276978506074,0.5521576521940703,0.4686624680266001,0.5526774051901953,0.5051432852246078,0.4415081894995686,0.4588825314111164,0.487077592977836,0.5968213605067708
6,0.4393212356928318,0.5191279007787746,0.5331493909008265,0.48958818388014297,0.5476012032262345,0.4438243385068162,0.5458823827940397,0.5808545765683572,0.3896503011826136,0.47720661404053005,0.6133138507322565,0.5051470809165657,0.48246434817344214,0.4918743587455089,0.57847795102926,0.49407871161833994,0.48210013986451333,0.5289753566832059,0.48896221134541157,0.4835652558072071,0.5051638550400445,0.515868178887617,0.44518500828307883,0.48662245893502004,0.5355154565925552,0.5179704731106513,0.4888210235269581,0.5567666453301454,0.4357899518257457,0.4730776259025799,0.5224540907113033,0.4143725237360499
7,0.46303897948354933,0.522241605424182,0.4820080480030196,0.454078118964761,0.5450063752321369,0.45841177351420154,0.48132060840980523,0.4808310165189132,0.5132226817590314,0.5067267390018944,0.4210940958113633,0.5048616401674324,0.5303609635813799,0.5107941409457227,0.5630436824131907,0.5371841224050147,0.47497912552388105,0.5593318786185939,0.5795702632477526,0.5771355185273855,0.4757581178609396,0.5150444298594128,0.550950405611861,0.46060127055317235,0.6001458853850109,0.5017777764236513,0.4245151404487097,0.41584768620818413,0.5354916233071565,0.5715667592586006,0.4373314049336108,0.5591099074831236
8,0.4051498507209963,0.4612658151115812,0.4971176116575065,0.5268899167933976,0.49748611066874127,0.5271673180150224,0.4020575419802237,0.4936587066855918,0.49963437682238215,0.47838020367479456,0.5173269607743026,0.5593404001237043,0.5024883214764193,0.43798836876186087,0.511749670349683,0.6010226930140506,0.5197967562798584,0.45383864994736484,0.49165177203703886,0.5110577920076254,0.4968212457410553,0.5059270576552497,0.5088969609797017,0.5223518455493786,0.5736151641571867,0.5979521075422369,0.5077667078004956,0.46335948958233963,0.49561516391056215,0.5553134301587878,0.4437084683323253,0.6408711688784914
9,0.5275696303486801,0.5493607804103529,0.49037419877981553,0.3952356254574267,0.4733026188914758,0.5471721123134449,0.4759901520458014,0.4909986773794433,0.4977854701443449,0.4953494675705161,0.5412448284975302,0.4626926561255485,0.4805899732405823,0.4912332295688838,0.4541533203680096,0.5161457686874459,0.5331811461906489,0.38846997890542634,0.41984624211981625,0.4502860374079012,0.44421745710827165,0.48134200552695283,0.4496977524458722,0.5328438038329113,0.49042093300834005,0.4529238421529366,0.5559747130000026,0.542431566522159,0.48129799154792857,0.5722448384306731,0.45290739219869897,0.5248111884275013
